x1,x2,x3,x4,x5,x6
86.5,24,379,521,6035,22282
86.75,50,415,472,6174,22324
87.0,43,390,489,6076,22340
87.25,38,384,502,6026,22114
87.5,30,401,484,6120,22190
87.75,33,370,506,6047,22045
88.0,49,400,461,5970,21750
88.25,33,402,475,5940,22095
88.5,49,381,447,5836,21882
88.75,46,405,460,6010,22033
89.0,43,408,473,5878,21903
89.25,31,380,491,5958,21529
89.5,40,354,476,5849,21735
89.75,35,386,488,5889,21594
90.0,37,386,454,5807,21528
90.25,34,378,441,5889,21550
90.5,40,363,477,5883,21256
90.75,46,402,453,5789,21556
91.0,40,394,457,5641,21525
91.25,41,384,475,5646,21449
91.5,37,370,479,5469,21299
91.75,51,373,436,5608,21393
92.0,24,344,505,5502,21099
92.25,34,388,440,5434,21162
92.5,36,379,421,5602,21059
92.75,30,382,451,5542,20918
93.0,37,371,437,5536,20950
93.25,37,371,413,5415,21024
93.5,43,361,411,5380,20951
93.75,36,400,439,5524,20929
94.0,31,362,463,5455,20631
94.25,39,370,440,5367,20773
94.5,38,366,445,5367,20785
94.75,42,347,424,5437,20492
95.0,32,363,429,5203,20930
95.25,33,361,425,5291,20603
95.5,40,315,461,5428,20786
95.75,44,352,398,5296,20218
96.0,32,359,415,5341,20329
96.25,37,355,425,5204,20584
96.5,48,375,465,5329,20312
96.75,41,343,443,5149,20444
97.0,35,361,437,5206,20460
97.25,29,370,425,5067,20264
97.5,36,346,411,5120,20433
97.75,40,345,428,5171,20258
98.0,38,342,398,5157,20140
98.25,37,350,427,5162,19970
98.5,34,333,438,5128,19832
98.75,40,381,415,5077,19798
99.0,47,354,438,5012,19867
99.25,38,355,421,5088,19900
99.5,36,355,419,5077,19782
99.75,32,352,408,4910,19664
100.0,35,350,424,4924,19923
100.25,32,344,382,4964,19942
100.5,38,358,411,4961,19582
100.75,24,337,415,4912,19748
101.0,36,337,383,4875,19628
101.25,32,317,399,4974,19566
101.5,32,316,385,4832,19383
101.75,34,369,381,4814,19443
102.0,32,321,421,4745,19535
102.25,39,334,416,4808,19360
102.5,23,317,405,4641,19394
102.75,30,331,387,4807,19426
103.0,39,348,375,4701,19309
103.25,36,324,403,4702,19237
103.5,49,287,364,4706,19248
103.75,36,328,369,4678,19091
104.0,32,322,376,4715,19166
104.25,30,309,375,4595,18766
104.5,38,321,350,4663,18917
104.75,21,348,384,4638,18912
105.0,31,319,403,4584,18780
105.25,41,327,371,4474,18883
105.5,29,318,385,4476,18904
105.75,41,338,383,4548,18745
106.0,29,306,401,4555,18543
106.25,26,321,409,4527,18604
106.5,28,301,354,4484,18770
106.75,30,330,386,4567,18639
107.0,35,305,397,4383,18770
107.25,40,342,405,4347,18680
107.5,31,322,410,4451,18584
107.75,35,330,365,4414,18712
108.0,41,329,389,4354,18201
108.25,36,296,378,4288,18440
108.5,44,347,404,4313,18353
108.75,36,334,365,4400,18256
109.0,24,330,381,4259,18221
109.25,36,305,372,4315,18149
109.5,34,328,370,4276,18013
109.75,42,300,337,4222,18073
110.0,26,331,389,4340,18160
110.25,42,304,348,4137,18026
110.5,27,320,342,4270,18130
110.75,33,305,372,4267,18107
111.0,31,285,376,4250,17915
111.25,21,307,325,4046,17919
111.5,27,316,363,4155,17711
111.75,29,298,350,4179,17823
112.0,28,328,358,4165,17852
112.25,34,308,327,3978,17804
112.5,42,345,374,4130,17713
112.75,34,313,386,4064,17879
113.0,31,286,355,4017,17467
113.25,30,321,394,4005,17488
113.5,22,328,376,4045,17308
113.75,34,314,390,3988,17704
114.0,24,295,371,3957,17709
114.25,34,318,392,4025,17429
114.5,27,299,364,3961,17194
114.75,25,317,343,4026,17333
115.0,26,277,334,3910,17425
115.25,43,313,365,4048,17278
115.5,28,330,345,3906,17403
115.75,30,316,340,3943,17218
116.0,34,278,342,3874,16993
116.25,28,358,357,3935,17000
116.5,31,315,346,3836,17142
116.75,37,282,340,3910,17051
117.0,32,318,342,3714,17038
117.25,35,309,357,3766,17004
117.5,35,311,365,3698,16861
117.75,30,288,370,3669,16977
118.0,23,311,363,3757,16768
118.25,37,308,357,3753,16703
118.5,24,300,316,3743,16483
118.75,38,302,357,3634,16632
119.0,39,303,380,3612,16670
119.25,27,283,335,3693,16723
119.5,31,280,337,3680,16619
119.75,32,300,348,3701,16638
120.0,27,336,375,3689,16754
120.25,37,313,378,3690,16316
120.5,29,263,338,3554,16473
120.75,25,312,305,3526,16364
121.0,33,324,337,3674,16304
121.25,43,296,342,3505,16370
121.5,34,304,364,3586,16566
121.75,27,274,334,3416,16535
122.0,22,271,334,3592,16416
122.25,28,296,343,3435,16204
122.5,31,296,319,3621,16244
122.75,25,266,311,3491,16115
123.0,25,316,346,3420,15854
123.25,37,303,335,3486,16141
123.5,26,290,329,3483,16252
123.75,30,276,350,3397,16002
124.0,33,273,367,3301,16155
124.25,26,287,327,3377,15998
124.5,30,335,296,3338,16072
124.75,27,321,344,3261,15891
125.0,31,285,323,3260,15952
125.25,33,287,341,3299,15634
125.5,30,314,319,3340,15813
125.75,27,281,364,3310,15809
126.0,34,280,324,3255,15958
126.25,22,305,353,3127,15726
126.5,29,313,337,3289,15566
126.75,34,283,346,3277,15789
127.0,41,312,346,3289,15488
127.25,29,305,333,3277,15236
127.5,29,267,347,3262,15377
127.75,41,284,351,3235,15465
128.0,30,319,350,3162,15403
128.25,33,288,324,3123,15412
128.5,30,300,323,3226,15522
128.75,25,278,361,3137,15329
129.0,21,289,278,3098,15124
129.25,24,285,322,3128,15231
129.5,31,283,340,3191,15318
129.75,30,279,295,3128,15307
130.0,20,300,307,3058,15125
130.25,34,303,311,3156,15445
130.5,28,291,308,3065,15069
130.75,29,280,297,3121,15239
131.0,24,266,284,3049,15089
131.25,34,296,339,3090,14983
131.5,37,286,333,3007,14989
131.75,27,290,279,3064,15025
132.0,31,290,333,2964,14993
132.25,30,270,305,3047,14940
132.5,24,291,322,3039,14985
132.75,28,309,324,2884,14811
133.0,29,277,327,3035,14713
133.25,34,259,325,2966,14738
133.5,38,263,311,2897,14439
133.75,24,302,333,3051,14633
134.0,24,270,301,2872,14600
134.25,22,280,325,2838,14576
134.5,34,290,313,2810,14469
134.75,19,282,329,2873,14614
135.0,20,284,325,2832,14575
135.25,28,291,296,2767,14577
135.5,22,253,289,2924,14375
135.75,33,277,321,2784,14411
136.0,27,259,332,2787,14602
136.25,35,298,325,2881,14380
136.5,29,264,327,2671,14282
136.75,27,273,296,2777,14534
137.0,31,284,331,2757,14141
137.25,33,284,293,2731,14135
137.5,34,281,312,2729,14371
137.75,28,284,315,2774,14279
138.0,40,276,296,2759,14118
138.25,33,278,311,2772,14217
138.5,30,272,305,2744,14023
138.75,28,275,302,2700,14223
139.0,29,266,307,2726,13810
139.25,30,296,304,2710,13866
139.5,34,263,281,2645,13891
139.75,27,280,324,2662,13857
140.0,25,286,300,2662,13904
140.25,28,251,335,2647,13908
140.5,32,273,304,2708,13886
140.75,30,270,319,2654,13966
141.0,24,236,298,2618,13927
141.25,26,241,289,2565,13526
141.5,18,247,315,2565,13743
141.75,27,249,271,2516,13814
142.0,38,276,294,2532,13774
142.25,37,266,303,2461,13574
142.5,38,233,271,2484,13509
142.75,19,254,321,2544,13589
143.0,26,247,320,2565,13446
143.25,32,264,305,2535,13632
143.5,21,284,324,2474,13511
143.75,41,290,285,2433,13594
144.0,29,272,312,2597,13452
144.25,24,274,309,2454,13258
144.5,28,262,306,2371,13201
144.75,22,247,305,2525,13297
145.0,28,293,298,2428,13339
145.25,31,265,342,2443,13239
145.5,24,271,333,2403,13223
145.75,24,268,298,2393,13572
146.0,27,266,302,2414,13223
146.25,27,264,288,2383,13078
146.5,34,269,329,2478,13134
146.75,30,286,314,2398,13175
147.0,32,283,298,2353,13115
147.25,33,242,296,2343,12969
147.5,34,264,301,2456,13281
147.75,23,248,273,2321,12963
148.0,19,278,288,2306,13066
148.25,26,271,312,2326,13031
148.5,24,239,300,2293,13039
148.75,25,267,292,2229,12884
149.0,28,268,260,2250,12863
149.25,29,244,297,2357,12704
149.5,32,271,295,2270,12763
149.75,26,243,295,2264,12792
150.0,25,235,329,2237,12763
150.25,22,254,297,2210,12708
150.5,37,266,297,2114,12521
150.75,28,266,279,2167,12733
151.0,33,247,292,2152,12673
151.25,30,247,279,2200,12684
151.5,30,260,305,2155,12466
151.75,23,257,324,2151,12846
152.0,23,293,277,2156,12287
152.25,22,236,319,2317,12666
152.5,32,284,276,2214,12464
152.75,29,252,279,2116,12443
153.0,24,291,287,2191,12515
153.25,24,245,289,2072,12279
153.5,21,232,292,2024,12641
153.75,32,242,307,2150,12253
154.0,16,270,290,2146,12204
154.25,30,255,258,2098,12232
154.5,25,262,298,2037,12462
154.75,22,231,330,2127,12229
155.0,30,253,279,2030,12185
155.25,22,261,285,2067,12150
155.5,30,240,301,2082,12237
155.75,30,241,253,2085,11991
156.0,31,262,312,2079,12143
156.25,30,284,274,1957,12093
156.5,21,261,278,1960,12164
156.75,24,258,297,2114,11912
157.0,27,250,280,1957,11885
157.25,23,271,313,2065,11935
157.5,22,260,284,1966,12085
157.75,24,243,296,1960,11915
158.0,19,280,306,2012,11866
158.25,27,266,294,1958,12005
158.5,24,264,286,1967,11899
158.75,21,229,283,1891,11930
159.0,22,235,266,1955,11806
159.25,25,242,299,1929,11771
159.5,28,260,281,1881,11675
159.75,19,258,252,1885,11797
160.0,23,255,270,1930,11648
160.25,22,282,285,1871,11636
160.5,18,244,247,1943,11654
160.75,28,265,257,1960,11479
161.0,39,238,320,1825,11570
161.25,30,238,271,1849,11716
161.5,22,257,271,1885,11510
161.75,35,235,305,1859,11497
162.0,20,250,275,1764,11300
162.25,16,242,286,1840,11386
162.5,26,276,291,1889,11566
162.75,26,267,265,1802,11433
163.0,18,227,296,1804,11450
163.25,25,253,263,1751,11668
163.5,25,233,273,1862,11243
163.75,22,243,276,1847,11439
164.0,25,235,268,1822,11423
164.25,35,240,291,1826,11414
164.5,25,236,267,1719,11230
164.75,22,233,300,1817,11452
165.0,23,259,275,1718,11242
165.25,22,223,243,1776,11209
165.5,29,273,270,1801,11159
165.75,27,230,272,1642,11249
166.0,30,237,259,1751,10970
166.25,29,280,259,1799,11031
166.5,27,252,262,1774,11013
166.75,25,235,298,1760,10997
167.0,32,236,262,1737,10912
167.25,25,240,273,1597,10988
167.5,21,238,306,1701,11085
167.75,31,224,246,1673,10915
168.0,26,248,286,1664,10771
168.25,18,246,265,1666,10883
168.5,23,249,267,1675,11078
168.75,24,240,253,1674,10895
169.0,24,243,268,1642,10773
169.25,20,243,249,1653,10759
169.5,24,235,280,1708,11009
169.75,13,238,297,1645,10664
170.0,19,234,291,1572,10848
170.25,22,244,269,1604,10768
170.5,19,230,233,1584,10567
170.75,17,227,259,1623,10829
171.0,31,273,286,1545,10744
171.25,23,254,253,1609,10630
171.5,24,238,276,1581,10584
171.75,23,228,252,1590,10647
172.0,26,236,258,1633,10571
172.25,31,220,273,1543,10520
172.5,30,218,250,1569,10494
172.75,28,230,260,1534,10559
173.0,21,253,246,1523,10544
173.25,25,239,278,1483,10372
173.5,26,229,262,1536,10444
173.75,30,249,262,1567,10405
174.0,18,234,294,1510,10364
174.25,24,266,235,1530,10487
174.5,16,233,246,1545,10405
174.75,22,220,273,1516,10402
175.0,29,197,255,1500,10326
175.25,24,241,299,1466,10337
175.5,32,248,262,1528,10388
175.75,23,274,252,1415,10071
176.0,26,225,254,1414,10162
176.25,22,235,282,1410,10274
176.5,29,241,260,1477,10283
176.75,23,222,248,1464,10280
177.0,25,240,269,1385,10189
177.25,29,236,249,1320,9948
177.5,34,240,261,1383,10050
177.75,16,247,240,1407,10079
178.0,20,232,265,1435,10009
178.25,24,229,229,1511,10035
178.5,23,265,253,1376,9993
178.75,17,213,248,1401,9801
179.0,29,202,259,1449,9968
179.25,19,209,262,1393,9953
179.5,16,232,267,1373,9978
179.75,23,232,273,1416,9939
180.0,24,233,264,1343,9952
180.25,20,224,255,1357,9892
180.5,23,236,254,1355,9848
180.75,30,209,224,1318,9775
181.0,25,231,268,1296,9796
181.25,24,217,247,1390,9777
181.5,14,202,247,1347,9737
181.75,19,215,258,1334,9707
182.0,19,217,290,1357,9866
182.25,16,228,244,1307,9656
182.5,16,226,269,1334,9728
182.75,27,190,241,1332,9675
183.0,29,233,254,1322,9583
183.25,21,244,245,1278,9528
183.5,15,221,231,1259,9427
183.75,17,212,237,1269,9639
184.0,28,242,253,1317,9607
184.25,19,233,269,1274,9491
184.5,19,220,265,1298,9459
184.75,16,235,231,1281,9542
185.0,26,238,261,1375,9421
185.25,33,214,210,1305,9492
185.5,21,219,262,1227,9488
185.75,23,234,257,1245,9498
186.0,20,193,269,1262,9312
186.25,26,208,228,1227,9366
186.5,18,235,220,1343,9350
186.75,17,231,255,1280,9214
187.0,19,221,265,1218,9363
187.25,30,224,235,1251,9359
187.5,24,206,256,1214,9415
187.75,11,233,248,1266,9089
188.0,20,232,227,1215,9172
188.25,24,254,240,1213,9204
188.5,17,223,231,1206,9197
188.75,31,189,248,1160,9029
189.0,28,231,249,1210,9178
189.25,30,209,242,1174,9122
189.5,34,223,248,1241,9127
189.75,20,205,267,1226,9126
190.0,31,220,224,1126,9059
190.25,24,231,262,1232,9116
190.5,13,228,245,1151,8946
190.75,26,202,224,1267,9006
191.0,22,213,246,1175,8947
191.25,21,233,222,1200,8826
191.5,25,219,218,1174,8913
191.75,27,237,253,1168,8932
192.0,13,226,248,1101,8886
192.25,24,219,253,1132,8746
192.5,19,242,220,1136,8886
192.75,23,198,216,1103,8972
193.0,19,217,265,1118,8928
193.25,28,233,251,1143,8803
193.5,23,204,259,1100,8783
193.75,32,226,243,1130,8765
194.0,14,215,263,1109,8661
194.25,25,211,253,1069,8687
194.5,26,222,235,1128,8533
194.75,22,231,232,1119,8807
195.0,29,220,219,1100,8773
195.25,23,176,259,1001,8587
195.5,21,227,259,1059,8829
195.75,17,190,241,1048,8779
196.0,23,222,241,1099,8536
196.25,22,199,257,1020,8714
196.5,21,197,251,1032,8445
196.75,33,230,232,1024,8449
197.0,16,236,250,1025,8369
197.25,20,212,222,1038,8502
197.5,19,188,232,1035,8590
197.75,16,205,262,1033,8632
198.0,24,214,235,1007,8590
198.25,21,224,250,993,8459
198.5,21,211,241,1048,8365
198.75,24,190,244,1003,8338
199.0,19,191,241,1057,8347
199.25,22,214,250,1028,8362
199.5,18,245,225,1017,8432
199.75,14,225,237,1013,8480
200.0,22,182,211,998,8263
200.25,18,213,254,1029,8192
200.5,19,211,225,1033,8315
200.75,25,195,241,1010,8156
201.0,13,184,228,1007,8245
201.25,26,201,226,1001,8221
201.5,19,194,241,991,8227
201.75,27,209,220,978,8205
202.0,20,207,237,997,8227
202.25,18,187,221,1009,8184
202.5,16,197,250,985,8118
202.75,14,188,210,946,8260
203.0,18,215,243,1008,8046
203.25,28,231,231,1000,8106
203.5,19,202,217,946,8138
203.75,16,205,220,958,7970
204.0,19,244,233,956,7951
204.25,20,212,231,940,7930
204.5,25,186,237,917,7906
204.75,25,190,230,975,8068
205.0,23,227,243,960,7874
205.25,15,211,251,894,7862
205.5,18,213,222,936,7971
205.75,16,190,208,868,7923
206.0,24,214,214,914,7817
206.25,19,201,236,951,8075
206.5,32,206,231,899,7860
206.75,15,188,219,900,7932
207.0,24,234,245,908,7776
207.25,16,182,216,888,7962
207.5,20,195,233,904,7845
207.75,21,190,251,911,7728
208.0,20,209,222,921,7659
208.25,11,224,210,914,7644
208.5,12,206,239,921,7551
208.75,24,182,207,911,7633
209.0,19,186,237,803,7634
209.25,22,181,222,883,7657
