x1,x2,x3,x4,x5,x6
92.75,4,40,58,36745,3741
93.0,4,35,51,36353,3666
93.25,8,42,47,36218,3487
93.5,1,52,52,36310,3702
93.75,9,34,58,36118,3606
94.0,13,40,61,36054,3610
94.25,8,32,66,36358,3596
94.5,6,29,45,35773,3646
94.75,4,45,43,35593,3593
95.0,4,32,45,35599,3632
95.25,6,52,55,35519,3521
95.5,9,32,45,35410,3535
95.75,8,34,69,35186,3570
96.0,4,35,61,35107,3574
96.25,5,52,40,34882,3539
96.5,2,41,44,34659,3527
96.75,6,42,53,34680,3493
97.0,6,31,44,34870,3542
97.25,8,39,62,34594,3483
97.5,4,32,50,34344,3421
97.75,4,34,56,34396,3483
98.0,4,34,53,34267,3367
98.25,5,38,44,34086,3399
98.5,5,36,61,34001,3349
98.75,4,28,51,33821,3335
99.0,4,30,55,33511,3511
99.25,5,45,35,33536,3239
99.5,2,41,59,33705,3343
99.75,4,34,54,33779,3387
100.0,3,31,60,32940,3358
100.25,4,29,59,33179,3289
100.5,2,26,51,33197,3362
100.75,5,46,58,32991,3442
101.0,2,39,55,32508,3319
101.25,4,41,57,32718,3362
101.5,3,37,58,32646,3221
101.75,5,37,51,32713,3352
102.0,9,28,48,32442,3214
102.25,2,41,51,31955,3119
102.5,6,25,49,31833,3209
102.75,4,47,56,32177,3150
103.0,4,36,39,32178,3203
103.25,3,38,51,31925,3302
103.5,3,27,54,32057,3261
103.75,8,28,51,31408,3225
104.0,2,27,54,31545,3105
104.25,4,27,55,31350,3100
104.5,6,40,43,30926,3197
104.75,4,37,58,31336,3102
105.0,6,34,52,31162,3091
105.25,3,41,69,30929,3135
105.5,2,33,59,31305,3045
105.75,7,35,50,30665,3153
106.0,4,33,54,30771,3128
106.25,3,23,50,30653,3051
106.5,4,34,55,30478,2964
106.75,4,25,55,30196,3036
107.0,5,33,44,30003,2987
107.25,3,41,52,29935,3091
107.5,6,29,48,29895,3021
107.75,3,38,45,29904,3125
108.0,1,27,56,29866,3044
108.25,7,40,52,29996,2987
108.5,3,33,53,29519,2940
108.75,7,35,49,29689,2942
109.0,2,36,61,29295,2925
109.25,3,26,56,29287,3011
109.5,2,40,49,29116,3000
109.75,1,34,48,29082,2867
110.0,5,34,60,29180,2930
110.25,5,33,33,28724,2922
110.5,4,34,43,28926,2908
110.75,4,29,60,28829,2972
111.0,6,29,49,28742,2844
111.25,9,27,43,28744,2756
111.5,4,45,54,28421,2852
111.75,3,35,37,28619,2960
112.0,1,32,46,28398,2824
112.25,3,33,51,28430,2785
112.5,3,31,55,27963,2749
112.75,1,29,33,27737,2762
113.0,3,38,44,28057,2742
113.25,2,34,57,27693,2756
113.5,6,29,60,27551,2836
113.75,2,24,40,27514,2741
114.0,7,38,45,27481,2778
114.25,6,30,62,27723,2686
114.5,3,35,51,27200,2764
114.75,9,31,48,27567,2761
115.0,1,38,43,27023,2697
115.25,7,22,45,27108,2701
115.5,4,27,48,27005,2720
115.75,3,25,62,27244,2688
116.0,5,36,51,26875,2724
116.25,2,33,48,26845,2625
116.5,3,29,55,26738,2662
116.75,4,31,40,26739,2649
117.0,5,33,45,26622,2573
117.25,8,41,41,26446,2653
117.5,5,26,40,26313,2676
117.75,3,36,41,26375,2632
118.0,7,28,42,26014,2591
118.25,6,22,45,25981,2630
118.5,5,40,53,26020,2654
118.75,5,30,52,26101,2617
119.0,4,32,56,25675,2585
119.25,3,31,53,26058,2611
119.5,7,30,53,25466,2576
119.75,2,31,54,25348,2656
120.0,9,26,40,25510,2566
120.25,4,30,57,25218,2521
120.5,7,23,59,25282,2677
120.75,3,36,48,24976,2570
121.0,4,24,46,25261,2554
121.25,3,31,48,25030,2473
121.5,6,28,52,24934,2532
121.75,2,25,44,25102,2516
122.0,4,37,48,25303,2508
122.25,3,31,60,24871,2511
122.5,6,24,52,24847,2522
122.75,6,31,49,24368,2490
123.0,4,27,51,24393,2449
123.25,3,27,48,24218,2390
123.5,4,28,55,24254,2505
123.75,2,29,55,24298,2330
124.0,3,24,56,24071,2372
124.25,6,42,43,24244,2418
124.5,5,30,51,23653,2393
124.75,4,30,48,24021,2447
125.0,3,28,39,23843,2359
125.25,6,25,50,23714,2436
125.5,3,27,50,23858,2459
125.75,3,28,42,23773,2423
126.0,8,29,33,23471,2434
126.25,3,32,47,23306,2352
126.5,3,33,37,23282,2242
126.75,0,38,30,23404,2374
127.0,3,29,47,23056,2420
127.25,7,36,51,23277,2306
127.5,7,32,52,23028,2343
127.75,4,31,31,22859,2300
128.0,6,28,43,22864,2246
128.25,3,38,44,22929,2329
128.5,2,28,46,22850,2324
128.75,3,33,37,22661,2214
129.0,5,27,42,22599,2340
129.25,2,31,54,22620,2258
129.5,3,27,57,22522,2251
129.75,2,37,47,22464,2271
130.0,3,22,50,22819,2362
130.25,3,24,37,22283,2242
130.5,2,32,48,22131,2187
130.75,1,28,40,22600,2204
131.0,3,27,54,22155,2195
131.25,5,26,50,21758,2224
131.5,5,36,57,21933,2265
131.75,2,30,38,21841,2244
132.0,0,43,50,21582,2151
132.25,2,21,42,21355,2205
132.5,7,24,51,21522,2196
132.75,6,32,40,21688,2219
133.0,2,25,44,21371,2169
133.25,1,27,57,21412,2137
133.5,7,31,48,21262,2123
133.75,3,34,37,21591,2223
134.0,6,28,49,21246,2167
134.25,0,26,38,21167,2151
134.5,3,22,46,21201,2113
134.75,1,27,47,21045,2126
135.0,0,26,46,21027,2109
135.25,5,29,41,20815,2116
135.5,1,32,47,20743,2133
135.75,0,17,48,20658,2085
136.0,1,27,40,20826,2007
136.25,1,31,43,20683,2141
136.5,2,42,44,20684,2076
136.75,6,25,38,20462,2040
137.0,5,24,39,20616,2056
137.25,2,27,35,20321,2073
137.5,2,27,49,20184,2012
137.75,5,26,47,20392,2032
138.0,4,27,35,20155,2043
138.25,6,30,50,20263,2006
138.5,5,36,41,20127,2034
138.75,7,27,48,19997,2052
139.0,7,23,43,19893,1931
139.25,5,21,39,19852,2029
139.5,3,24,43,19587,1940
139.75,2,22,48,19865,1997
140.0,1,21,51,19619,2006
140.25,3,25,47,19556,1991
140.5,8,21,43,19613,2037
140.75,4,35,43,19472,1997
141.0,3,23,40,19474,2028
141.25,5,25,46,19239,1911
141.5,4,24,31,19254,2027
141.75,4,24,43,19306,1982
142.0,5,33,41,19191,1871
142.25,2,27,48,19415,1969
142.5,3,23,39,18809,1883
142.75,5,26,40,19163,1924
143.0,4,25,49,18882,1925
143.25,3,25,49,18801,1943
143.5,2,28,37,18773,1917
143.75,2,19,36,18941,1898
144.0,7,26,47,18467,1885
144.25,5,30,29,18466,1899
144.5,3,24,38,18370,1962
144.75,3,30,53,18814,1932
145.0,4,26,46,18656,1771
145.25,0,14,53,18582,1832
145.5,5,24,29,18419,1822
145.75,4,31,33,18341,1899
146.0,3,29,37,18214,1851
146.25,3,25,37,17900,1821
146.5,2,21,50,18122,1859
146.75,7,24,31,17934,1891
147.0,3,26,51,17943,1852
147.25,3,26,37,17940,1776
147.5,3,22,47,17886,1780
147.75,3,18,47,18044,1851
148.0,2,30,46,17623,1806
148.25,1,38,40,17737,1823
148.5,5,32,44,17712,1813
148.75,4,28,41,17668,1664
149.0,2,35,27,17272,1735
149.25,2,27,37,17376,1795
149.5,7,23,40,17425,1811
149.75,2,17,54,17439,1825
150.0,2,20,30,17531,1682
150.25,0,26,39,17642,1708
150.5,3,20,50,17388,1699
150.75,4,30,31,17170,1739
151.0,3,31,34,16922,1745
151.25,8,25,40,16885,1744
151.5,3,36,35,17121,1795
151.75,2,19,39,16926,1752
152.0,3,15,56,17084,1746
152.25,1,26,38,16970,1681
152.5,2,17,48,16991,1666
152.75,2,26,50,16785,1660
153.0,7,32,37,16568,1687
153.25,1,24,37,16607,1689
153.5,2,19,43,16338,1756
153.75,7,20,38,16510,1646
154.0,3,29,43,16605,1668
154.25,4,34,38,16564,1674
154.5,6,19,34,16272,1603
154.75,2,32,39,16477,1645
155.0,8,19,41,16370,1656
155.25,3,24,42,16152,1614
155.5,2,24,44,16302,1637
155.75,3,15,31,16256,1595
156.0,3,23,33,16156,1643
156.25,8,27,39,15703,1675
156.5,3,31,44,15766,1514
156.75,2,17,35,15825,1608
157.0,3,27,49,15863,1639
157.25,1,20,36,15987,1573
157.5,6,23,26,15643,1586
157.75,3,16,42,15786,1618
158.0,1,37,30,15722,1640
158.25,5,25,39,15629,1614
158.5,4,24,43,15540,1533
158.75,0,21,34,15580,1564
159.0,4,23,38,15411,1626
159.25,2,16,36,15667,1617
159.5,2,14,45,15212,1521
159.75,3,28,40,15378,1536
160.0,0,26,44,15536,1502
160.25,2,30,43,15244,1561
160.5,1,27,40,15116,1475
160.75,2,30,35,15136,1494
161.0,4,21,50,15022,1471
161.25,0,29,45,15191,1557
161.5,3,26,34,15167,1535
161.75,4,22,35,14950,1530
162.0,1,25,39,14968,1499
162.25,2,23,40,14822,1448
162.5,2,26,47,14703,1562
162.75,5,17,31,14853,1464
163.0,4,29,45,14697,1526
163.25,2,25,31,14620,1519
163.5,4,24,52,14457,1435
163.75,4,25,47,14630,1383
164.0,1,22,30,14631,1467
164.25,3,13,39,14651,1475
164.5,2,32,38,14364,1460
164.75,3,25,48,14333,1415
165.0,4,24,26,14357,1403
165.25,4,19,35,14250,1452
165.5,1,21,34,14223,1452
165.75,2,22,31,14260,1413
166.0,2,19,39,14307,1477
166.25,7,22,38,14275,1440
166.5,2,28,35,14074,1356
166.75,2,24,35,14057,1380
167.0,3,16,47,14296,1408
167.25,4,22,44,14142,1442
167.5,5,20,42,13825,1407
167.75,4,26,39,13875,1427
168.0,0,26,40,14102,1418
168.25,2,22,28,13935,1422
168.5,3,19,33,13753,1434
168.75,1,18,43,13502,1398
169.0,2,21,40,13828,1355
169.25,7,23,45,13598,1333
169.5,2,27,36,13531,1340
169.75,4,14,31,13529,1402
170.0,3,16,36,13510,1398
170.25,7,24,37,13463,1346
170.5,2,28,25,13270,1448
170.75,4,22,30,13126,1353
171.0,3,25,50,13366,1310
171.25,4,18,24,13540,1346
171.5,3,19,40,13200,1316
171.75,4,16,34,13253,1415
172.0,3,17,34,12983,1261
172.25,1,23,40,13250,1304
172.5,2,15,41,13134,1345
172.75,4,23,26,13113,1318
173.0,4,31,44,12997,1323
173.25,1,16,34,13066,1322
173.5,4,22,27,12869,1347
173.75,3,13,43,12840,1295
174.0,4,20,35,12914,1252
174.25,3,11,26,12985,1297
174.5,2,14,34,12751,1273
174.75,1,32,42,12666,1332
175.0,4,17,34,12612,1341
175.25,4,19,41,12792,1266
175.5,2,24,44,12637,1232
175.75,4,14,40,12532,1258
176.0,1,26,27,12675,1273
176.25,3,19,35,12727,1223
176.5,0,19,36,12498,1251
176.75,3,19,29,12228,1209
177.0,2,19,34,12364,1261
177.25,6,20,39,12262,1248
177.5,3,21,48,12268,1185
177.75,1,24,35,12354,1223
178.0,4,14,40,12256,1255
178.25,4,15,37,12135,1159
178.5,2,14,32,12070,1228
178.75,8,18,34,12278,1192
179.0,5,20,35,12023,1251
179.25,3,21,42,12013,1140
179.5,5,21,29,12036,1207
179.75,8,29,41,11852,1136
180.0,1,20,44,11922,1174
180.25,2,26,29,11806,1261
180.5,1,23,36,12107,1212
180.75,4,19,48,11741,1200
181.0,3,25,32,11646,1172
181.25,7,26,33,11712,1168
181.5,4,20,37,11752,1215
181.75,1,21,28,11743,1196
182.0,2,23,39,11751,1125
182.25,5,27,35,11363,1162
182.5,3,36,36,11586,1165
182.75,4,17,37,11493,1174
183.0,3,12,27,11522,1210
183.25,4,19,27,11442,1132
183.5,2,25,33,11514,1094
183.75,4,13,32,11379,1188
184.0,3,25,21,11319,1120
184.25,5,18,43,11281,1209
184.5,5,20,31,11322,1177
184.75,5,19,28,11142,1126
185.0,3,24,35,11164,1106
185.25,2,15,38,11271,1118
185.5,1,14,28,11216,1104
185.75,0,14,30,11163,1140
186.0,2,21,38,11303,1097
186.25,5,25,27,11151,1093
186.5,3,24,45,10811,1063
186.75,5,19,36,10987,1156
187.0,3,10,29,11113,1062
187.25,1,24,30,10928,1121
187.5,5,21,34,10861,1141
187.75,1,27,23,10752,1076
188.0,3,20,28,10781,1070
188.25,1,12,39,10744,1046
188.5,3,28,37,10759,1119
188.75,1,31,33,10649,1124
189.0,0,21,32,10508,1082
189.25,1,21,30,10534,1059
189.5,4,31,34,10540,1130
189.75,2,20,35,10695,1043
190.0,2,15,27,10498,1071
190.25,1,25,37,10417,1064
190.5,3,12,28,10336,1066
190.75,3,14,36,10619,1049
191.0,4,21,29,10447,1038
191.25,2,31,38,10325,1088
191.5,0,24,26,10360,1097
191.75,3,21,22,10241,1048
192.0,0,15,45,10259,1065
192.25,2,27,34,10238,1049
192.5,3,20,28,10152,1044
192.75,3,14,29,10151,1051
193.0,4,18,30,10259,1013
193.25,1,15,36,10274,1009
193.5,0,20,35,10134,1025
193.75,6,15,36,9941,982
194.0,1,12,37,10029,981
194.25,4,18,31,9867,1027
194.5,4,18,39,9867,997
194.75,3,17,28,9993,1031
195.0,2,22,31,9992,1018
195.25,5,23,39,10008,1053
195.5,1,20,35,9893,1056
195.75,3,21,26,9690,984
196.0,3,20,37,9737,966
196.25,1,11,30,9768,980
196.5,5,18,33,9619,979
196.75,0,16,26,9467,980
197.0,5,17,19,9488,1018
197.25,3,19,30,9739,1028
197.5,3,18,34,9504,976
197.75,1,19,38,9562,973
198.0,2,21,38,9591,979
198.25,1,22,33,9451,955
198.5,2,16,32,9442,982
198.75,0,24,23,9307,898
199.0,4,22,28,9385,987
199.25,0,17,33,9382,973
199.5,2,16,41,9154,938
199.75,4,18,20,9252,918
200.0,2,14,33,9245,981
200.25,1,17,29,9326,946
200.5,4,13,33,9371,940
200.75,4,16,39,9284,920
201.0,4,15,23,9049,933
201.25,1,27,33,9163,885
201.5,2,18,27,9144,877
201.75,1,16,23,9014,956
202.0,0,17,32,8909,948
202.25,2,13,23,9065,937
202.5,2,19,28,9009,921
202.75,3,11,34,9025,911
203.0,1,22,35,8973,895
203.25,2,12,39,8981,844
203.5,0,17,28,8785,903
203.75,3,16,25,8775,930
204.0,3,13,41,8857,888
204.25,3,17,26,8918,913
204.5,4,17,38,8775,876
204.75,3,19,28,8798,925
205.0,2,16,33,8828,877
205.25,0,15,38,8641,853
205.5,3,19,25,8890,954
205.75,3,23,29,8588,894
206.0,2,21,26,8565,903
206.25,1,22,29,8664,850
206.5,5,10,28,8576,932
206.75,3,17,30,8574,910
207.0,3,19,26,8584,870
207.25,2,19,36,8430,866
207.5,8,16,44,8442,856
207.75,5,16,25,8314,867
208.0,3,19,36,8542,847
208.25,0,18,32,8424,851
208.5,3,8,28,8381,872
208.75,2,21,35,8319,825
209.0,2,17,33,8232,855
209.25,3,10,31,8346,832
209.5,0,19,20,8279,798
209.75,0,16,35,8310,851
210.0,1,19,36,8089,829
210.25,5,23,27,8218,823
210.5,3,17,26,8247,835
210.75,2,13,35,8016,803
211.0,3,14,36,8194,821
211.25,5,14,26,8101,806
211.5,2,14,28,8023,788
211.75,5,17,41,8026,844
212.0,4,11,28,8135,810
212.25,3,21,21,7922,883
212.5,4,9,27,8049,767
212.75,2,12,31,7953,796
213.0,1,24,33,7882,874
213.25,3,22,31,7967,749
213.5,4,20,23,7832,803
213.75,2,15,29,7930,773
214.0,0,18,30,7898,804
214.25,1,11,34,7797,812
214.5,3,13,29,7776,777
214.75,3,13,29,7683,759
215.0,1,13,28,7695,785
215.25,3,14,26,7694,818
215.5,2,16,30,7760,803
215.75,3,14,27,7634,813
216.0,3,18,30,7686,748
216.25,5,23,29,7582,756
216.5,7,17,27,7631,787
